id,source_id,season_label,season,season_type,start_date,start_time_tbd,neutral_site,conference_game,game_type,tournament,game_notes,status,home_team_id,home_team,home_conference_id,home_conference,home_seed,away_team_id,away_team,away_conference_id,away_conference,away_seed,venue_id,venue,city,state,home_rating,away_rating,proj_margin,proj_winner,home_score,away_score,mean_spread,actual_margin,VoA_AE,vegas_AE,VoA_SE,vegas_SE,VoA_correct_winner,vegas_correct_winner,VoA_ATS_winner,VoA_AEATS_winner
372367,401851561,20252026,2026,regular,2026-03-12T16:30:00.000000,false,true,true,TRNMNT,,SEC Tournament - 2nd Round,scheduled,177,Missouri,24,SEC,,135,Kentucky,24,SEC,,481,Bridgestone Arena,Nashville,TN,3.5345253187886954,6.436656154126453,2.9021308353377577,Kentucky,72,78,2.75,6,3.0978691646622423,3.25,9.596793361365139,10.5625,1,1,1,1
372247,401851702,20252026,2026,regular,2026-03-07T23:30:00.000000,false,true,true,TRNMNT,,Sun Belt Championship - Quarterfinal,scheduled,9,App State,29,Sun Belt,,275,Southern Miss,29,Sun Belt,,475,Pensacola Bay Center,Pensacola,FL,2.556607841792683,-0.4766166935177125,-3.0332245353103957,App State,73,86,-4.5,13,16.033224535310396,17.5,257.06428899967926,306.25,0,0,1,1
372372,401851562,20252026,2026,regular,2026-03-12T19:00:00.000000,false,true,true,TRNMNT,,SEC Tournament - 2nd Round,scheduled,292,Tennessee,24,SEC,,16,Auburn,24,SEC,,481,Bridgestone Arena,Nashville,TN,11.427033830401555,3.497365261639601,-7.929668568761954,Tennessee,72,62,-5.75,-10,2.0703314312380456,4.25,4.2862722351721745,18.0625,1,1,1,1
215230,401820792,20252026,2026,regular,2026-03-07T21:30:00.000000,false,false,true,STD,,,scheduled,286,Syracuse,2,ACC,,229,Pittsburgh,2,ACC,,88,JMA Wireless Dome,Syracuse,NY,-1.5735452262130138,-0.6450466236773593,-2.0715013974643455,Syracuse,69,71,-5.75,2,4.0715013974643455,7.75,16.57712362955412,60.0625,0,0,1,1
372194,401851326,20252026,2026,regular,2026-03-08T03:00:00.000000,false,true,true,TRNMNT,,Big Sky Championship - 1st Round,scheduled,117,Idaho,8,Big Sky,,249,Sacramento State,8,Big Sky,,415,Idaho Central Arena,Boise,ID,1.6758806969613147,-5.552412578032985,-7.2282932749943,Idaho,68,45,-6.25,-23,15.7717067250057,16.75,248.74673301959,280.5625,1,1,1,1
372388,401851314,20252026,2026,regular,2026-03-13T01:30:00.000000,false,true,true,TRNMNT,,Big East Tournament - Quarterfinal,scheduled,338,Villanova,7,Big East,,97,Georgetown,7,Big East,,371,Madison Square Garden,New York,NY,5.897200198224894,1.7164210327464957,-4.180779165478398,Villanova,64,78,-6.5,14,18.1807791654784,20.5,330.5407310638934,420.25,0,0,1,1
215229,401820793,20252026,2026,regular,2026-03-07T17:00:00.000000,false,false,true,STD,,,scheduled,26,Boston College,2,ACC,,213,Notre Dame,2,ACC,,152,Conte Forum,Chestnut Hill,MA,-3.665817100667084,-1.4930440764446757,-0.8272269757775916,Boston College,77,69,2.0,-8,7.172773024222408,10.0,51.448672857012674,100.0,1,0,1,1
372281,401851282,20252026,2026,regular,2026-03-10T16:30:00.000000,false,true,true,TRNMNT,,Phillips 66 Big 12 Tournament - 1st Round,scheduled,10,Arizona State,6,Big 12,,20,Baylor,6,Big 12,,394,T-Mobile Center,Kansas City,MO,-1.248189553166128,2.123967786650198,3.372157339816326,Baylor,83,79,5.0,-4,7.372157339816326,9.0,54.348703843007726,81.0,0,0,1,1
372257,401851472,20252026,2026,regular,2026-03-11T22:00:00.000000,false,true,true,TRNMNT,,MEAC Tournament - Quarterfinal,scheduled,182,Morgan State,18,MEAC,,67,Delaware State,18,MEAC,,479,Norfolk Scope Arena,Norfolk,VA,-6.197066812529613,-9.806762213844536,-3.609695401314923,Morgan State,70,75,-2.5,5,8.609695401314923,7.5,74.12685490342334,56.25,0,0,0,0
372290,401851172,20252026,2026,regular,2026-03-10T23:00:00.000000,false,true,true,TRNMNT,,T. Rowe Price ACC Tournament - 1st Round,scheduled,340,Virginia Tech,2,ACC,,342,Wake Forest,2,ACC,,428,Spectrum Center,Charlotte,NC,1.3633044393845921,1.2038312930193058,-0.1594731463652863,Virginia Tech,89,95,1.25,6,6.159473146365286,4.75,37.93910944079508,22.5625,0,1,0,0
215237,401823186,20252026,2026,regular,2026-03-08T01:00:00.000000,false,false,true,STD,,,scheduled,38,Cal State Northridge,11,Big West,,37,Cal State Fullerton,11,Big West,,351,Premier America Credit Union Arena,Northridge,CA,-2.7249180632129963,-6.158693221291131,-6.433775158078134,Cal State Northridge,77,90,-5.5,13,19.433775158078134,18.5,377.6716168947348,342.25,0,0,0,0
359047,401829334,20252026,2026,regular,2026-03-07T22:00:00.000000,false,false,true,STD,,,scheduled,260,San José State,20,Mountain West,,358,Wyoming,20,Mountain West,,185,Provident Credit Union Event Center,San Jose,CA,-7.522863847297728,2.9030419105853014,7.425905757883029,Wyoming,78,88,5.5,10,2.5740942421169706,4.5,6.625961167299741,20.25,1,1,1,1
359050,401828266,20252026,2026,regular,2026-03-08T19:00:00.000000,false,false,true,STD,,,scheduled,304,Tulsa,5,American,,289,Temple,5,American,,115,Reynolds Center,Tulsa,OK,10.164730591581005,2.208356349893137,-10.956374241687868,Tulsa,78,76,-11.5,-2,8.956374241687868,9.5,80.21663955716994,90.25,1,1,1,1
215235,401820787,20252026,2026,regular,2026-03-07T17:00:00.000000,false,false,true,STD,,,scheduled,52,Clemson,2,ACC,,101,Georgia Tech,2,ACC,,91,Littlejohn Coliseum,Clemson,SC,6.809496826911882,-5.417032844052812,-15.226529670964695,Clemson,79,76,-17.0,-3,12.226529670964695,14.0,149.48802779498004,196.0,1,1,1,1
212081,401814600,20252026,2026,regular,2026-03-07T00:00:00.000000,false,false,true,STD,,,scheduled,19,Ball State,17,MAC,,45,Central Michigan,17,MAC,,269,Worthen Arena,Muncie,IN,-4.233136033262298,-3.4376215486976633,-2.2044855154353655,Ball State,85,69,-1.75,-16,13.795514484564634,14.25,190.31621989383262,203.0625,1,1,1,1
372278,401851629,20252026,2026,regular,2026-03-09T01:00:00.000000,false,true,true,TRNMNT,,Summit League Championship - Final,scheduled,202,North Dakota State,28,Summit,,201,North Dakota,28,Summit,,477,Denny Sanford Premier Center,Sioux Falls,SD,5.382552024020356,-8.943773269364058,-14.326325293384414,North Dakota State,70,62,-11.5,-8,6.326325293384414,3.5,40.022391717715394,12.25,1,1,0,0
215209,401827728,20252026,2026,regular,2026-03-07T17:00:00.000000,false,false,true,STD,,,scheduled,218,Oklahoma State,6,Big 12,,113,Houston,6,Big 12,,175,Gallagher-Iba Arena,Stillwater,OK,-3.815242294254844,11.95173128612457,12.766973580379414,Houston,75,82,13.5,7,5.766973580379414,6.5,33.257984276794154,42.25,1,1,1,1
212087,401809122,20252026,2026,regular,2026-03-08T01:00:00.000000,false,false,true,STD,,,scheduled,308,UC Irvine,11,Big West,,307,UC Davis,11,Big West,,192,Bren Events Center,Irvine,CA,-0.6867145429116022,-0.24323382783687464,-2.5565192849252725,UC Irvine,79,69,-9.5,-10,7.4434807150747275,0.5,55.40540515568938,0.25,1,1,0,0
372362,401851206,20252026,2026,regular,2026-03-14T15:00:00.000000,false,false,true,TRNMNT,,America East Playoffs - Final,scheduled,317,UMBC,4,Am. East,,337,Vermont,4,Am. East,,24,Chesapeake Employers Insurance Arena,Baltimore,MD,4.132269244929034,2.683155666165632,-4.449113578763402,UMBC,74,59,-3.5,-15,10.550886421236598,11.5,111.32120427383482,132.25,1,1,1,1
