season,games,VoA_MAE,vegas_MAE,VoA_MSE,vegas_MSE,VoA_RMSE,vegas_RMSE,VoA_win_pct,vegas_win_pct,VoA_ATS_win_pct,VoA_AEATS_win_pct
20252026,339,8.681555139469022,8.17551622418879,124.33713780507566,113.0623156342183,11.150656384494845,10.633076489625111,0.6106194690265486,0.6784660766961652,0.49852507374631266,0.44837758112094395
